Sample,Method,Dataset,Window,Signal,Median,STD,RMS,IQR,Skewness,Kurtosis,Energy,PeakCount,PeakHeight,PeakProminence,ActivityRatio,MotionDuration,FFTEnergy,SpectralCentroid,Bandwidth,SpectralEntropy
median_motion_017,median,motion,17,amp_max,0.0405308721023309,0.038477389953883404,0.06831083998643211,0.06409971598949793,0.6290443964927674,-0.970196731482134,1.1945909400708947,6,0.10793356351155557,0.05203984350550655,38.671875,99,48.51264929114329,0.75180554955922,1.0507219260104173,5.287369929449221
median_motion_017,median,motion,17,phase_std,0.047904161073502496,0.04653194533497874,0.07581658704951,0.052246777803914096,1.374263271838626,1.5215902312803644,1.4715276471899972,6,0.10182576872128829,0.053131149535000234,41.015625,105,70.94998394672656,0.3525131566714851,0.5168077971373711,4.305689833052648
median_motion_017,median,motion,17,i_mean,0.02869834258616175,0.012646635366035167,0.03321174893367508,0.01670247988309515,0.5605943902488546,-0.3910526841770259,0.2823731884117678,8,0.044888572913011,0.01527334878406385,42.578125,109,5.240709154089944,0.8296781225676356,1.1172247181238233,5.408423453909355
median_motion_017,median,motion,17,q_mean,0.02043634528219895,0.01808640452181564,0.03058575181590283,0.0188771028652564,1.3691852792379606,1.5614702626798698,0.23948498282086483,7,0.04450071163113722,0.019058445076237582,41.40625,106,10.718985866981441,0.47390232251867126,0.7419076648617058,4.4931954468116135
median_motion_018,median,motion,18,amp_mean,0.030570156209061047,0.024824956142984862,0.039669065537627196,0.046983251807933495,0.16467868455776205,-1.4155565370386698,0.4028504987209117,7,0.05419229806646315,0.031125840665974885,50.0,128,20.19418567324693,0.42170845977930554,0.6721815974886485,4.4817931404798514
median_motion_018,median,motion,18,amp_std,0.0032673686196958004,0.017208761309796154,0.018599228830652636,0.00766668224442525,6.353101153101513,43.17063094858846,0.08855841615231494,3,0.010273250775857501,0.006992966065894067,31.25,80,9.701316457880399,1.3991682451660945,1.3338306573988432,6.4717750775618645
median_motion_018,median,motion,18,amp_max,0.03983732519861815,0.04401632467356651,0.07060537440664057,0.05371706983432342,1.3845152513813936,1.1658952718335067,1.2761904371460848,5,0.11618280004772141,0.0595497563975983,30.46875,78,63.48492825065416,0.7741325573349211,1.14375713682591,5.119626503073539
median_motion_018,median,motion,18,phase_std,0.04642165039657955,0.03350076628461394,0.06060780571918718,0.05609263218733117,-0.038867728404612285,-1.3489990589713858,0.9403663652082531,5,0.09295089064579949,0.012093713180739863,45.3125,116,36.77552585170959,0.38336910338699043,0.7101301878365623,4.125904092605358
median_motion_018,median,motion,18,i_mean,0.02741422124858035,0.014423638159419137,0.03270631756007576,0.02020543031652535,0.36122991164795804,-0.5533052990151273,0.2738440213351731,7,0.04482116762635992,0.02337703339435717,42.96875,110,6.817097094023185,0.3886414688954113,0.55591039189099,4.405542026854051
median_motion_018,median,motion,18,q_mean,0.018704390743991002,0.01893463535640636,0.030522976518421445,0.022324650193981548,1.2814631554269111,1.086593493560632,0.23850293645929138,6,0.04809211456835255,0.021080270580588784,40.234375,103,11.747832062528033,0.7472837421605245,1.0670392853264292,5.212137466515082
median_motion_019,median,motion,19,amp_mean,0.0114580022303356,0.023469063885179848,0.03242740853533934,0.041676547003105927,0.7642088607869734,-0.8735382181454234,0.2691934270253565,2,0.07008381739050545,0.048421753641983596,36.328125,93,18.048218862635835,0.7856455811535202,1.1530216486467166,5.198255286837281
median_motion_019,median,motion,19,amp_std,0.008215860823891651,0.04312984892272566,0.050006886447605786,0.017071722278840327,2.4437239008457046,4.547531049103117,0.6401763051990372,2,0.09980331533776454,0.09683553129794865,21.875,56,60.95450383458193,0.29501763273960513,0.3749078996763905,4.114370362034635
median_motion_019,median,motion,19,amp_max,0.033109394768611744,0.06596446857403575,0.08992716341448709,0.07861054820556115,1.25228606902501,0.17632584137514407,2.0702450482626213,3,0.18918662292472976,0.08226831556815824,27.34375,70,142.58136934089066,0.7562471810685935,1.110056302224326,5.229824907611745
median_motion_019,median,motion,19,phase_std,0.07312595697490501,0.19587984178558507,0.23561885095985094,0.060940924963930096,2.5122389116905537,4.845364237597944,14.212158189475954,1,0.7616105159751104,0.701355629116057,12.109375,31,1257.2724506163422,0.3032027969280841,0.4252635000068296,4.143834949641186
