Signal,STD,RMS,Energy,PeakCount,PeakHeight,PeakProminence,ActivityRatio,SpectralEntropy,SpectralCentroid,Bandwidth,FFTEnergy
amp_std,0.17269955083638183,0.24571655684139546,15.456416334333626,4,0.4554443314852385,0.2906254599663152,35.15625,4.625602782548763,0.5123569912693979,0.8463436872523443,977.3070195049893
amp_max,0.12442183526290221,0.16724457028090756,7.16051104984203,4,0.2903189217972494,0.109293733449617,28.125,4.850858406942261,0.5847456625634232,0.9539883550367939,507.2714769980515
phase_std,0.11558167317943834,0.1495992990791859,5.7292672729558305,3,0.2739067350947927,0.1761882643250159,28.90625,5.094897692840668,0.7500783843259325,1.0888680495531011,437.74651215535914
i_mean,0.018649463046132252,0.02855814892577882,0.2087853747371423,8,0.04314700146538425,0.021729620180486582,45.3125,4.549916492710265,0.4448867529077625,0.7348738913413904,11.396776226067066
q_mean,0.013271669988852281,0.02281878468655179,0.13329841525022987,5,0.03314432728723114,0.02221265578274838,42.1875,4.103879659003923,0.3540715664045453,0.641940947095928,5.771660422744571
amp_mean,0.09480025579992984,0.11742799275010135,3.5300693712173707,5,0.17424154860588725,0.100331309806774,30.859375,4.6627163561359115,0.5203334344573199,0.8247772715537617,294.48807320246306
amp_std,0.09618167842253708,0.13414886094964015,4.606954724885988,3,0.2466287186677489,0.23737533030687175,34.765625,4.936190647317641,0.6352232471358875,0.9632583660086511,303.13178384905956
amp_max,0.0778531228785595,0.10650627116353702,2.903957964073184,5,0.16586770536905604,0.09847918734145963,42.578125,4.106788803597317,0.310525782045987,0.41575267069946686,198.61041098949002
phase_std,0.14037536896393457,0.17565140759371067,7.89847474935088,3,0.3181265757649299,0.1940698685324965,28.90625,5.354592438798443,0.8376257522431949,1.1662564573533873,645.685942869203
i_mean,0.009633071325881114,0.01794485533239313,0.08243656522253265,7,0.028137004775087644,0.014542109685887908,45.3125,4.706218667058188,0.5051296919895865,0.7521659768535718,3.0407353845867355
